"company_id","app_user","ever_contacted_support","subscription_status","left_trustpilot_review","minutes_activity_last_7_days_mobile","minutes_activity_last_7_days_desktop","minutes_activity_last_7_days_all_devices"
17722928,TRUE,TRUE,"Subscribed",FALSE,0,0,1
17710819,FALSE,TRUE,"Subscribed",FALSE,0,0,3
17717588,FALSE,TRUE,"Subscribed",FALSE,2,0,6
17736254,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17736330,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17715934,FALSE,TRUE,"Subscribed",FALSE,0,0,2
17712514,FALSE,TRUE,"Subscribed",FALSE,2,0,3
17717984,TRUE,TRUE,"Subscribed",FALSE,4,0,4
17718996,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17709756,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710080,TRUE,TRUE,"Subscribed",TRUE,0,0,8
17712441,FALSE,TRUE,"Cancelled",FALSE,0,0,0
17711537,TRUE,TRUE,"Subscribed",FALSE,0,0,5
17714279,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711419,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17710087,TRUE,TRUE,"Subscribed",TRUE,8,0,8
17734110,FALSE,FALSE,"Cancelled",FALSE,0,0,6
17710578,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17723884,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17736546,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17710687,FALSE,TRUE,"Subscribed",FALSE,0,0,2
17721257,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17723787,FALSE,TRUE,"Cancelled",FALSE,0,0,0
17712150,TRUE,TRUE,"Cancelled",TRUE,0,0,0
17710982,TRUE,TRUE,"Subscribed",FALSE,0,0,1
17711669,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17711085,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711161,TRUE,TRUE,"Subscribed",TRUE,0,0,1
17711192,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17717192,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17720988,FALSE,TRUE,"Subscribed",FALSE,8,0,8
17721137,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711552,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711591,FALSE,TRUE,,FALSE,0,0,0
17716618,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711811,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17712001,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713132,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712182,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712212,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712285,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712351,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17712380,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17727889,TRUE,FALSE,"Subscribed",TRUE,0,0,0
17712422,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17716629,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712781,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17714438,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713038,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17713339,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17718679,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713504,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17735405,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17714660,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714077,TRUE,FALSE,"Cancelled",TRUE,0,0,0
17714127,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714661,TRUE,TRUE,"Subscribed",TRUE,19,0,19
17714731,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17714789,TRUE,TRUE,"Subscribed",TRUE,46,0,48
17718457,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718046,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17715260,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17716511,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17726929,TRUE,FALSE,,FALSE,0,0,0
17716044,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17716270,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716391,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17716559,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716620,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17710330,TRUE,TRUE,"Subscribed",FALSE,32,0,32
17717114,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17717429,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17729281,FALSE,FALSE,"Cancelled",FALSE,1,0,1
17717537,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17717780,TRUE,TRUE,"Cancelled",TRUE,0,0,0
17717885,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17717945,FALSE,TRUE,"Subscribed",FALSE,0,0,4
17718356,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17718390,FALSE,TRUE,"Subscribed",FALSE,20,0,21
17732877,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17718685,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718667,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718698,TRUE,FALSE,"Cancelled",TRUE,0,0,0
17718774,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718780,TRUE,TRUE,"Subscribed",FALSE,2,0,2
17718933,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17709825,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17719852,TRUE,TRUE,"Subscribed",TRUE,3,2,5
17726195,TRUE,TRUE,"Subscribed",TRUE,2,0,3
17711594,FALSE,TRUE,"Subscribed",FALSE,2,0,2
17721199,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710641,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17721570,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17711766,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17715736,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718099,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17714342,FALSE,TRUE,"Subscribed",FALSE,3,0,3
17735617,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17731991,FALSE,FALSE,"Subscribed",FALSE,0,0,7
17722592,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17722092,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17729411,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17716088,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716469,FALSE,TRUE,"Subscribed",FALSE,1,0,1
17716569,TRUE,TRUE,"Subscribed",FALSE,0,0,2
17716484,TRUE,TRUE,"Subscribed",FALSE,3,0,7
17711602,TRUE,TRUE,"Subscribed",TRUE,0,0,2
17723839,FALSE,TRUE,,FALSE,0,0,0
17714390,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17720245,FALSE,TRUE,,FALSE,0,0,0
17721298,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17737033,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17716450,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17709835,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17711890,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710923,TRUE,TRUE,"Subscribed",FALSE,3,0,3
17710726,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17735362,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17723847,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17736084,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17713808,TRUE,TRUE,"Subscribed",FALSE,0,0,2
17718061,TRUE,TRUE,"Subscribed",FALSE,4,0,4
17710045,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17734027,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17731879,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17729681,FALSE,FALSE,"Cancelled",TRUE,0,0,0
17728330,TRUE,FALSE,"Subscribed",FALSE,0,1,1
17723428,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17729789,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17720579,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714822,TRUE,TRUE,"Subscribed",TRUE,52,0,52
17717851,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17726930,TRUE,FALSE,,FALSE,0,0,0
17725373,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17722990,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17713296,FALSE,TRUE,"Subscribed",FALSE,0,0,2
17735114,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17734741,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17725487,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17733079,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17730354,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17717439,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17735717,FALSE,FALSE,"Cancelled",FALSE,5,10,30
17712670,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17736786,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17720255,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17727805,FALSE,TRUE,"Subscribed",FALSE,0,2,2
17710822,FALSE,TRUE,"Subscribed",FALSE,40,0,44
17719357,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17715081,TRUE,TRUE,"Subscribed",FALSE,0,0,2
17726890,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17720610,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17719054,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17732591,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17718873,TRUE,TRUE,"Subscribed",FALSE,0,0,1
17718659,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17733186,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17724740,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17720296,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17727357,TRUE,TRUE,"Subscribed",TRUE,6,0,6
17729758,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17714150,TRUE,TRUE,"Subscribed",FALSE,12,0,12
17729260,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17718835,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17723887,FALSE,TRUE,"Subscribed",FALSE,0,0,4
17736036,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17729380,TRUE,FALSE,"Cancelled",FALSE,0,0,4
17710773,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17717609,TRUE,TRUE,"Subscribed",FALSE,0,0,1
17709640,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17709751,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17730050,FALSE,FALSE,"Subscribed",FALSE,0,0,2
17710373,FALSE,TRUE,,FALSE,0,0,0
17710517,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17710561,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17710553,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710570,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710589,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17712822,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17713326,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718940,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710916,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710961,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711081,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711219,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17721012,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17730352,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17711605,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711689,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711819,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711896,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712051,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713009,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716359,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712343,TRUE,FALSE,"Cancelled",TRUE,0,0,0
17712452,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17712456,TRUE,TRUE,"Cancelled",TRUE,0,0,0
17712511,TRUE,TRUE,"Cancelled",TRUE,0,0,0
17720247,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17736886,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17713995,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17736951,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17722964,TRUE,TRUE,"Subscribed",TRUE,2,0,2
17714158,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17723228,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17734081,FALSE,FALSE,"Cancelled",FALSE,9,0,9
17718989,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17734142,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17714669,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714674,TRUE,TRUE,"Cancelled",TRUE,0,0,8
17714719,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17715165,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17735094,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17717205,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17715977,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716314,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716087,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17729428,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17716402,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17723297,FALSE,TRUE,"Subscribed",FALSE,0,0,4
17718104,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17717095,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713024,TRUE,TRUE,"Subscribed",TRUE,3,0,3
17717447,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17717506,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17717546,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17717455,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17717922,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17718082,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718084,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718321,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17718656,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718657,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17725459,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17718733,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17718799,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713986,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17728981,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17710737,TRUE,TRUE,"Subscribed",FALSE,16,0,16
17723492,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17713792,TRUE,TRUE,"Subscribed",TRUE,2,0,2
17730876,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17712237,FALSE,TRUE,"Subscribed",FALSE,13,0,14
17730730,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17730332,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17734471,TRUE,FALSE,"Cancelled",FALSE,0,0,2
17732372,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17709746,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17736971,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17713029,FALSE,TRUE,"Subscribed",FALSE,22,0,23
17733937,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17733936,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17725006,FALSE,TRUE,"Subscribed",FALSE,0,0,2
17710768,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17733408,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17730426,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17734548,TRUE,FALSE,"Cancelled",TRUE,72,0,72
17729268,TRUE,FALSE,"Cancelled",TRUE,0,0,0
17722415,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17734688,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17734388,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17723835,FALSE,TRUE,"Subscribed",FALSE,56,0,56
17721123,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17722421,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17713113,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17716449,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17730634,FALSE,FALSE,"Cancelled",FALSE,0,0,1
17710058,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17732039,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17734544,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17736615,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17724916,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17714058,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17735676,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17733992,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17710765,TRUE,TRUE,"Subscribed",TRUE,2,0,2
17729689,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17726299,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17724701,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17734446,TRUE,FALSE,"Subscribed",FALSE,43,0,43
17715713,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17730072,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17710198,TRUE,TRUE,"Subscribed",FALSE,0,0,2
17732151,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17712449,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711801,FALSE,TRUE,"Subscribed",FALSE,0,0,3
17733380,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17735795,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17724965,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17734431,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17736835,FALSE,FALSE,"Cancelled",FALSE,15,0,15
17712547,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17715063,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17709775,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17710370,TRUE,TRUE,"Subscribed",TRUE,1,0,3
17713329,FALSE,TRUE,"Subscribed",FALSE,35,0,35
17732408,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17711690,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17710531,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710548,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713016,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17718287,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17717486,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17715696,FALSE,TRUE,"Subscribed",FALSE,60,0,62
17709788,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17720586,TRUE,TRUE,"Subscribed",TRUE,16,0,16
17712641,FALSE,TRUE,"Subscribed",FALSE,1,0,1
17733440,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17711657,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17723345,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17715540,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17717025,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714183,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17709791,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710662,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17716389,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17709642,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17709779,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17719820,FALSE,TRUE,"Subscribed",FALSE,1,0,1
17710632,TRUE,TRUE,"Subscribed",TRUE,0,0,0
17718894,TRUE,TRUE,,FALSE,0,0,0
17710695,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17710563,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17710823,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17711860,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17711783,FALSE,TRUE,,FALSE,0,0,0
17710849,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17722145,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17712317,FALSE,TRUE,"Subscribed",FALSE,0,0,3
17714029,TRUE,TRUE,"Subscribed",FALSE,220,0,222
17711851,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17712968,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17712018,TRUE,FALSE,"Cancelled",TRUE,0,0,0
17712111,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712249,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17712278,TRUE,TRUE,"Subscribed",TRUE,0,0,1
17712301,FALSE,TRUE,,FALSE,0,0,0
17731753,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17712491,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17710934,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714179,FALSE,TRUE,"Subscribed",FALSE,0,0,3
17726142,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713106,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17713388,FALSE,TRUE,"Subscribed",FALSE,0,0,1
17713370,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17716477,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17713760,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17713766,FALSE,FALSE,"Cancelled",FALSE,0,0,0
17713974,FALSE,TRUE,"Subscribed",FALSE,33,0,33
17714054,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17715206,FALSE,TRUE,"Subscribed",FALSE,2,0,7
17731869,FALSE,FALSE,"Cancelled",FALSE,54,0,54
17714133,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17719743,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714844,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17714739,TRUE,TRUE,"Cancelled",TRUE,0,0,0
17715578,TRUE,TRUE,"Cancelled",TRUE,0,0,0
17732271,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17722044,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17716100,TRUE,FALSE,"Cancelled",FALSE,0,0,0
17716309,TRUE,FALSE,"Subscribed",FALSE,0,0,0
17716317,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716334,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716340,FALSE,TRUE,"Subscribed",FALSE,8,0,8
17716390,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716404,FALSE,TRUE,"Subscribed",FALSE,6,0,6
17716407,TRUE,FALSE,"Cancelled",TRUE,0,0,0
17716486,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17716637,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17716996,FALSE,FALSE,"Subscribed",FALSE,0,0,0
17716669,TRUE,TRUE,"Subscribed",FALSE,0,0,0
17718925,FALSE,TRUE,"Subscribed",FALSE,43,0,43
17716099,FALSE,TRUE,"Subscribed",FALSE,0,0,0
17719003,FALSE,TRUE,"Subscribed",FALSE,0,0,0
