company_id,app_user,ever_contacted_support,subscription_status,left_trustpilot_review,minutes_activity_last_7_days_mobile,minutes_activity_last_7_days_desktop,minutes_activity_last_7_days_all_devices,free_trial_signup_date,google_analytics_medium
17620357,False,True,Subscribed,False,0,0,0,2019-10-07,organic
17620385,True,True,Subscribed,True,0,0,0,2019-09-13,organic
17620413,False,True,Subscribed,False,0,0,0,2019-10-07,organic
17620454,False,False,Subscribed,False,0,0,0,2019-10-07,organic
17620459,True,True,Subscribed,True,0,0,0,2020-01-31,organic
17620481,True,True,Subscribed,False,0,0,1,2019-10-07,organic
17620551,False,True,Subscribed,False,0,0,0,2019-10-07,organic
17620570,True,True,Subscribed,True,0,13,13,2019-10-09,organic
17620574,True,True,Subscribed,True,0,0,0,2020-07-29,organic
17620582,True,False,,False,0,0,0,2019-10-07,organic
17620640,False,True,Subscribed,False,0,0,6,2019-10-08,organic
17620648,True,True,Subscribed,True,0,0,0,2019-12-31,organic
17620652,False,True,Subscribed,False,0,0,1,2019-10-08,organic
17620662,False,False,,False,0,0,0,2019-10-08,organic
17620675,True,True,Subscribed,False,0,0,1,2019-10-08,organic
17620705,False,True,Subscribed,False,0,0,0,2019-10-08,organic
17620706,True,True,Subscribed,True,0,0,0,2020-08-06,organic
17620717,True,True,Subscribed,True,0,0,0,2020-10-22,organic
17620752,False,True,Subscribed,False,0,0,0,2019-10-08,organic
17620767,False,False,,False,0,0,0,2019-10-08,organic
17620791,False,False,Subscribed,False,0,0,0,2019-10-09,organic
17620792,True,True,Subscribed,True,0,0,0,2019-09-29,organic
17620794,False,True,Subscribed,False,0,0,4,2019-10-09,organic
17620799,True,True,Subscribed,True,0,0,0,2019-09-26,organic
17620801,True,True,Subscribed,True,0,0,0,2019-10-05,organic
17620808,True,True,,True,0,0,0,2019-09-14,organic
17620812,True,True,Subscribed,True,4,0,4,2019-10-29,organic
17620824,False,True,Subscribed,False,0,0,0,2019-10-09,organic
17620828,False,False,Subscribed,False,0,0,0,2019-10-09,organic
17620856,False,True,Subscribed,False,0,0,5,2019-10-09,organic
17620884,True,True,Subscribed,True,0,0,0,2019-12-05,organic
17620886,False,False,,False,0,0,0,2019-10-10,organic
17620900,True,True,Subscribed,True,0,0,0,2019-12-18,organic
17620914,False,True,Subscribed,False,7,0,7,2019-10-10,organic
17620924,False,True,Subscribed,False,0,0,0,2019-10-10,organic
17620953,True,True,Subscribed,True,10,0,51,2020-11-06,organic
17620990,True,True,Subscribed,True,0,0,0,2019-10-04,organic
17621013,True,True,Subscribed,True,1,0,1,2020-10-21,organic
17621041,False,True,Subscribed,False,0,0,0,2019-10-11,organic
17621054,False,False,,False,0,0,0,2019-10-11,organic
17621062,False,True,Subscribed,False,0,0,0,2019-10-11,organic
17621070,True,True,Subscribed,False,0,0,1551,2019-10-11,organic
17621094,False,True,Subscribed,False,0,0,1,2019-10-11,organic
17621106,False,False,Subscribed,False,0,0,0,2019-10-11,organic
17621109,False,True,Subscribed,False,193,29,222,2019-10-11,organic
17621123,True,True,Subscribed,True,0,0,0,2020-03-25,organic
17621138,True,False,,True,0,0,0,2019-09-17,organic
17621166,True,True,Subscribed,True,0,0,0,2019-09-23,organic
17621167,False,True,Subscribed,False,5,0,5,2019-10-12,organic
17621181,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621203,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621209,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621223,True,True,Subscribed,True,60,0,60,2019-09-19,organic
17621240,True,True,Subscribed,True,0,0,0,2019-09-19,organic
17621242,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621254,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621259,False,True,,False,0,0,0,2019-10-12,organic
17621282,False,True,Subscribed,False,0,0,1,2019-10-12,organic
17621324,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621331,True,True,Subscribed,True,0,0,0,2019-10-03,organic
17621338,False,True,Subscribed,False,0,0,0,2019-10-12,organic
17621363,False,True,Subscribed,False,0,0,3,2019-10-13,organic
17621368,True,True,Subscribed,False,0,0,4,2019-10-13,organic
17621376,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621389,False,True,Subscribed,False,2,0,2,2019-10-13,organic
17621403,True,True,Subscribed,True,0,0,0,2019-10-16,organic
17621451,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621455,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621459,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621464,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621477,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621481,True,True,Subscribed,True,0,0,0,2020-08-21,organic
17621483,True,True,,False,0,0,0,2019-10-13,organic
17621489,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621499,True,True,,False,0,0,0,2019-10-13,organic
17621515,True,True,Subscribed,False,0,0,0,2019-10-13,organic
17621537,True,True,Subscribed,True,0,0,0,2020-05-04,organic
17621541,True,True,Subscribed,True,0,0,0,2019-11-09,organic
17621555,False,True,Subscribed,False,0,0,0,2019-10-13,organic
17621565,False,True,Subscribed,False,0,0,0,2019-10-14,organic
17621583,True,True,Subscribed,True,0,0,0,2020-01-06,organic
17621597,True,True,Subscribed,True,0,0,0,2019-11-29,organic
17621611,True,True,Subscribed,False,0,0,1,2020-06-23,organic
17621650,True,False,,False,0,0,0,2019-10-14,organic
17621663,True,True,Subscribed,False,0,0,0,2019-10-14,organic
17621681,True,True,Subscribed,True,4,0,4,2020-01-27,organic
17621687,False,True,Subscribed,False,0,0,0,2019-10-14,organic
17621695,False,True,Subscribed,False,0,0,0,2019-10-14,organic
17621705,False,True,Subscribed,False,0,0,0,2019-10-14,organic
17621711,False,False,,False,0,0,0,2019-10-14,organic
17621726,True,True,Subscribed,True,0,0,0,2019-10-01,organic
17621737,False,True,Subscribed,False,0,0,0,2019-10-14,organic
17621739,True,True,Subscribed,True,0,0,0,2020-09-16,organic
17621765,True,True,Subscribed,True,0,0,2,2019-12-11,organic
17621766,False,True,Subscribed,False,0,0,0,2019-10-15,organic
17621776,True,False,,False,0,0,0,2019-10-15,organic
17621788,False,True,Subscribed,False,0,0,1,2019-10-15,organic
17621794,False,False,Subscribed,False,0,0,0,2019-10-15,organic
17621829,True,True,Subscribed,True,36,0,36,2019-11-11,organic
17621840,False,True,Subscribed,False,0,0,0,2019-10-15,organic
17621870,True,True,Subscribed,True,4,0,4,2020-09-29,organic
17621895,False,False,Subscribed,False,0,0,0,2019-10-15,organic
17621896,True,True,Subscribed,True,0,0,0,2020-08-28,organic
17621909,False,False,Subscribed,False,0,0,0,2019-10-15,organic
17621919,False,True,Subscribed,False,0,0,0,2019-10-16,organic
17621920,True,True,Subscribed,True,0,0,0,2019-10-02,organic
17621927,False,True,Subscribed,False,0,0,0,2019-10-16,organic
17621946,False,False,Subscribed,False,0,0,0,2019-10-16,organic
17621948,True,True,Subscribed,True,0,2,2,2019-10-31,organic
17621971,True,True,Subscribed,False,0,0,0,2019-10-16,organic
17622002,False,True,Subscribed,False,0,0,0,2019-10-17,organic
17622004,True,True,Subscribed,True,0,0,0,2019-11-25,organic
17622050,False,True,Subscribed,False,0,0,0,2019-10-17,organic
17622058,False,True,Subscribed,False,0,0,1,2019-10-17,organic
17622063,True,True,Subscribed,True,0,0,0,2019-11-19,organic
17622067,True,True,Subscribed,True,0,0,0,2019-11-11,organic
17622075,False,True,Subscribed,False,0,0,0,2019-10-17,organic
17622103,True,True,Subscribed,True,95,0,95,2019-10-22,organic
17622107,False,True,Subscribed,False,0,0,0,2019-10-18,organic
17622115,True,True,Subscribed,False,0,0,0,2020-01-27,organic
17622132,True,True,Subscribed,True,0,0,0,2019-10-23,organic
17622151,False,False,Subscribed,False,0,0,0,2019-10-18,organic
17622162,False,True,Subscribed,False,0,0,0,2019-10-18,organic
17622171,False,True,Subscribed,False,3,0,9,2019-10-18,organic
17622185,False,True,Subscribed,False,0,0,1,2019-10-18,organic
17622197,True,True,Subscribed,False,0,0,0,2019-10-18,organic
17622232,True,True,Subscribed,True,0,0,0,2019-09-23,organic
17622242,False,True,Subscribed,False,0,0,1,2019-10-18,organic
17622272,True,True,Subscribed,True,0,0,0,2020-10-21,organic
17622296,True,True,Subscribed,False,0,0,0,2019-10-18,organic
17622301,False,True,Subscribed,False,3,0,3,2019-10-18,organic
17622309,True,True,Subscribed,False,0,0,0,2019-10-18,organic
17622315,False,True,Subscribed,False,9,0,9,2019-10-18,organic
17622330,True,False,,True,0,0,0,2020-08-14,organic
17622355,True,True,Subscribed,True,0,0,3,2020-01-31,organic
17622360,False,True,Subscribed,True,0,0,0,2019-09-24,organic
17622364,True,True,Subscribed,True,0,0,0,2019-12-09,organic
17622374,True,True,Subscribed,False,0,0,0,2019-10-19,organic
17622376,True,True,Subscribed,True,0,0,0,2019-10-01,organic
17622393,True,True,Subscribed,False,0,0,0,2019-10-19,organic
17622412,False,True,Subscribed,False,0,0,0,2019-10-19,organic
17622426,False,True,Subscribed,False,0,0,0,2019-10-19,organic
17622427,True,True,Subscribed,True,0,0,0,2019-10-03,organic
17622428,True,True,Subscribed,False,0,0,0,2019-10-19,organic
17622439,False,True,Subscribed,False,0,0,0,2019-10-19,organic
17622446,True,True,Subscribed,True,0,0,0,2019-11-11,organic
17622452,True,True,Subscribed,True,0,0,0,2019-10-16,organic
17622479,False,True,Subscribed,False,0,0,0,2019-10-19,organic
17622528,False,False,Subscribed,False,0,0,0,2019-10-19,organic
17622531,False,True,Subscribed,False,0,0,0,2019-10-19,organic
17622549,False,True,Subscribed,False,0,0,0,2019-10-19,organic
17622556,True,True,Subscribed,True,2,0,2,2019-10-10,organic
17622559,False,False,,False,0,0,0,2019-10-19,organic
17622613,True,True,Subscribed,True,0,0,2,2020-10-27,organic
17622623,True,True,Subscribed,False,0,0,15,2019-10-20,organic
17622638,False,True,Subscribed,False,0,0,0,2019-10-20,organic
17622659,True,True,Subscribed,True,0,0,0,2019-09-27,organic
17622660,True,True,Subscribed,False,0,0,0,2019-10-20,organic
17622671,False,True,Subscribed,False,0,0,0,2019-10-20,organic
17622692,True,True,,False,0,0,0,2019-10-20,organic
17622711,True,True,Subscribed,True,0,0,0,2020-02-04,organic
17622729,False,True,,False,0,0,0,2019-10-20,organic
17622741,False,False,,False,0,0,0,2019-10-20,organic
17622742,False,False,,False,0,0,0,2019-10-20,organic
17622747,True,True,Subscribed,True,0,0,0,2020-01-20,organic
17622751,True,True,Subscribed,False,1,0,1,2019-10-20,organic
17622758,False,True,Subscribed,False,0,0,1,2019-10-20,organic
17622759,True,True,Subscribed,True,0,0,0,2019-10-03,organic
17622807,True,True,Subscribed,False,0,0,0,2019-10-21,organic
17622815,True,True,Subscribed,False,0,0,0,2020-08-03,organic
17622820,False,False,Subscribed,False,0,0,0,2019-10-21,organic
17622836,True,True,Subscribed,False,0,0,3,2019-10-21,organic
17622846,False,False,,False,0,0,0,2019-10-21,organic
17622878,True,True,Subscribed,True,0,0,0,2019-11-07,organic
17622894,False,True,,False,0,0,0,2019-10-21,organic
17622906,False,True,Subscribed,False,0,0,0,2019-10-21,organic
17622940,False,True,Subscribed,False,0,0,2,2019-10-21,organic
17622950,True,True,Subscribed,True,8,0,8,2020-02-13,organic
17622951,False,True,Subscribed,False,0,0,0,2019-10-21,organic
17622960,True,True,Subscribed,True,0,0,0,2020-01-15,organic
17622975,False,True,Subscribed,False,0,0,2,2019-10-21,organic
17622982,False,True,Subscribed,False,0,0,0,2019-10-21,organic
17622987,True,True,Subscribed,True,0,0,0,2019-10-07,organic
17623022,False,True,,False,0,0,0,2019-10-22,organic
17623038,False,True,Subscribed,False,0,0,0,2019-10-22,organic
17623050,True,True,Subscribed,False,0,0,0,2019-10-22,organic
17623063,True,True,Subscribed,True,0,0,0,2019-09-28,organic
17623064,True,True,Subscribed,True,0,0,0,2020-01-27,organic
17623100,False,True,Subscribed,False,0,0,0,2019-10-22,organic
17623112,True,True,Subscribed,True,0,0,0,2019-10-15,organic
17623125,False,True,Subscribed,False,0,0,0,2019-10-22,organic
17623134,False,False,,False,0,0,0,2019-10-22,organic
17623145,True,True,Subscribed,True,0,0,0,2020-08-11,organic
17623158,False,True,Subscribed,False,0,0,0,2019-10-22,organic
17623159,False,True,Subscribed,False,2,0,2,2019-10-22,organic
17623179,True,True,Subscribed,False,0,0,0,2019-10-23,organic
17623191,True,True,Subscribed,True,0,0,0,2020-03-08,organic
17623195,False,True,Subscribed,False,0,0,0,2019-10-23,organic
17623196,True,True,Subscribed,True,4,0,4,2020-04-15,organic
17623207,True,True,Subscribed,True,0,0,0,2020-07-21,organic
17623210,False,False,,False,0,0,0,2019-10-23,organic
17623214,True,False,,True,0,0,0,2020-01-20,organic
17623222,True,False,Subscribed,False,0,0,0,2019-10-23,organic
17623233,False,True,Subscribed,False,0,2,5,2019-10-23,organic
17623244,False,True,,False,0,0,0,2019-10-23,organic
17623291,True,True,Subscribed,True,0,0,0,2019-12-10,organic
17623296,False,True,Subscribed,False,28,0,31,2019-10-24,organic
17623298,True,True,Subscribed,False,0,0,0,2019-10-24,organic
17623327,False,True,Subscribed,False,0,0,0,2019-10-24,organic
17623328,False,True,Subscribed,False,0,0,0,2019-10-24,organic
17623331,True,True,Subscribed,True,0,0,0,2019-09-29,organic
17623336,False,True,Subscribed,False,0,0,0,2019-10-24,organic
17623338,False,True,Subscribed,False,9,0,9,2019-10-24,organic
17623344,False,True,Subscribed,False,0,0,0,2019-10-24,organic
17623361,True,True,Subscribed,True,0,0,0,2019-10-07,organic
17623379,False,True,Subscribed,False,0,0,14,2019-10-25,organic
17623380,False,True,Subscribed,False,0,0,4,2019-10-25,organic
17623387,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623398,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623433,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623437,True,True,Subscribed,True,0,0,0,2019-10-04,organic
17623446,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623453,True,False,,False,0,0,0,2019-10-25,organic
17623456,True,True,Subscribed,True,0,0,0,2019-12-12,organic
17623535,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623550,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623583,True,True,Subscribed,False,0,0,0,2019-10-25,organic
17623593,True,True,Subscribed,False,0,0,2,2019-10-25,organic
17623600,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623601,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623611,False,False,Subscribed,False,0,0,0,2019-10-25,organic
17623613,False,True,Subscribed,False,0,0,0,2019-10-25,organic
17623626,False,True,Subscribed,False,0,0,1,2019-10-26,organic
17623651,True,True,Subscribed,True,0,0,0,2019-10-02,organic
17623673,True,True,,True,0,0,0,2019-12-06,organic
17623683,False,True,Subscribed,False,0,0,0,2019-10-26,organic
17623699,True,True,Subscribed,True,0,0,0,2019-11-30,organic
17623732,False,True,Subscribed,False,0,0,0,2019-10-26,organic
17623749,False,False,,False,0,0,0,2019-10-26,organic
17623753,False,True,Subscribed,False,0,0,1,2019-10-26,organic
17623758,False,True,Subscribed,False,0,0,0,2019-10-26,organic
17623796,False,True,Subscribed,False,0,0,0,2019-10-26,organic
17623817,True,True,Subscribed,True,0,0,3,2020-01-07,organic
17623846,True,True,Subscribed,False,0,0,0,2019-10-26,organic
17623853,False,True,Subscribed,False,0,0,1,2019-10-26,organic
17623865,False,True,Subscribed,False,0,0,0,2019-10-26,organic
17623896,False,True,,False,0,0,0,2019-10-26,organic
17623908,False,True,Subscribed,False,0,0,0,2019-10-26,organic
17623914,False,True,Subscribed,False,0,0,2,2019-10-27,organic
17623915,False,True,Subscribed,False,0,0,4,2019-10-27,organic
17623932,False,True,,False,0,0,0,2019-10-27,organic
17623939,False,False,Cancelled,False,0,0,0,2019-10-27,organic
17623980,False,True,Subscribed,False,0,0,0,2019-10-27,organic
17623990,True,True,Subscribed,True,0,0,0,2020-03-03,organic
17623995,False,True,Subscribed,False,0,0,0,2019-10-27,organic
17624004,False,False,Subscribed,False,0,0,0,2019-10-27,organic
17624024,True,True,Subscribed,True,0,0,0,2020-01-03,organic
17624030,False,True,Subscribed,False,0,0,0,2019-10-27,organic
17624043,True,True,Subscribed,False,0,0,0,2019-10-27,organic
17624059,True,True,Subscribed,True,0,5,7,2020-05-07,organic
17624092,True,True,Subscribed,False,0,0,0,2019-10-27,organic
17624101,False,True,Subscribed,False,44,0,44,2019-10-27,organic
17624102,False,True,Subscribed,False,0,0,0,2019-10-27,organic
17624112,False,True,Subscribed,False,0,0,0,2019-10-27,organic
17624115,True,False,,False,0,0,0,2019-10-27,organic
17624117,True,True,Subscribed,True,0,0,0,2019-10-04,organic
17624132,False,False,Subscribed,False,0,0,0,2019-10-27,organic
17624164,False,True,Subscribed,False,0,0,2,2019-10-28,organic
17624165,True,True,Subscribed,False,0,0,0,2019-10-28,organic
17624189,True,True,Subscribed,True,2,0,2,2020-09-23,organic
17624198,True,True,Subscribed,True,0,0,0,2020-12-09,organic
17624211,False,True,Subscribed,False,0,0,0,2019-10-28,organic
17624253,False,False,Subscribed,False,0,0,0,2019-10-28,organic
17624270,False,True,Subscribed,False,0,0,0,2019-10-28,organic
17624281,True,True,Subscribed,False,13,0,13,2019-10-28,organic
17624285,True,True,Subscribed,True,0,0,0,2019-12-05,organic
17624292,True,True,Subscribed,True,0,0,0,2019-10-07,organic
17624296,False,True,Subscribed,False,0,0,0,2019-10-28,organic
17624337,True,True,Subscribed,False,0,0,0,2019-10-28,organic
17624338,False,False,,False,0,0,0,2019-10-28,organic
17624343,False,True,Subscribed,False,0,0,0,2019-10-28,organic
17624346,False,True,Subscribed,False,0,0,4,2019-10-28,organic
17624352,True,True,,True,18,0,18,2019-11-20,organic
17624365,False,False,,False,0,0,0,2019-10-28,organic
17624399,True,True,Subscribed,True,0,0,0,2019-10-23,organic
17624406,False,True,Subscribed,False,0,0,0,2019-10-28,organic
17624445,True,True,Subscribed,True,0,0,0,2019-10-09,organic
17624462,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624463,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624498,True,True,Subscribed,True,0,0,0,2019-10-23,organic
17624529,True,True,Subscribed,False,0,0,0,2019-10-29,organic
17624540,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624548,True,True,Subscribed,False,0,0,2,2019-10-29,organic
17624569,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624577,False,True,Subscribed,False,2,0,5,2019-10-29,organic
17624588,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624596,True,True,Subscribed,True,7,0,7,2019-12-23,organic
17624603,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624608,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624611,False,True,Subscribed,False,0,0,0,2019-10-29,organic
17624628,False,True,Subscribed,False,0,0,0,2019-10-30,organic
17624652,True,True,Subscribed,False,0,0,0,2019-10-30,organic
